"","Nest","Year","Species","Site","First_Date","Last_Date","Duration","Fate","Chicks_First","Chicks_Last","Proporation_Lost","Camera"
"2650","O-LXS-01-15",2015,"PIPL","NPPD Lexington",2015-05-22,2015-07-16,55,"Fledged",3,2,0.333333333333333,"0"
"2651","O-LXS-01-16",2016,"PIPL","NPPD Lexington",2016-05-08,2016-05-27,19,"Unknown Outcome",NA,0,NA,"0"
"2652","O-LXS-01-17",2017,"PIPL","NPPD Lexington",2017-05-10,2017-07-06,57,"Fledged",1,2,-1,"0"
"2653","O-LXS-01-18",2018,"PIPL","NPPD Lexington",2018-05-17,2018-06-20,34,"Failed-Unknown",3,0,1,"0"
"2654","O-LXS-01-19",2019,"PIPL","NPPD Lexington",2019-05-08,2019-06-27,50,"Fledged",3,2,0.333333333333333,"0"
"2655","O-LXS-01-20",2020,"PIPL","NPPD Lexington",2020-05-07,2020-06-29,53,"Fledged",2,4,-1,"0"
"2656","O-LXS-01-21",2021,"PIPL","NPPD Lexington",2021-05-07,2021-06-30,54,"Fledged",4,2,0.5,"0"
"2657","O-LXS-01-22",2022,"PIPL","NPPD Lexington",2022-05-03,2022-05-27,24,NA,NA,0,NA,"0"
"2658","O-LXS-01-23",2023,"PIPL","NPPD Lexington",2023-05-03,2023-06-24,52,"Fledged",4,1,0.75,"0"
"2659","O-LXS-01-24",2024,"PIPL","NPPD Lexington",2024-05-28,2024-06-06,9,NA,NA,0,NA,"0"
"2660","O-LXS-02-12",2012,"PIPL","NPPD Lexington",2012-05-04,2012-05-22,18,NA,NA,0,NA,"0"
"2661","O-LXS-02-13",2013,"PIPL","NPPD Lexington",2013-05-14,2013-06-20,37,"Unknown Outcome",2,0,1,"0"
"2662","O-LXS-02-14",2014,"PIPL","NPPD Lexington",2014-05-06,2014-05-27,21,NA,NA,0,NA,"0"
"2663","O-LXS-02-15",2015,"LETE","NPPD Lexington",2015-06-15,2015-07-30,45,"Fledged",3,3,0,"0"
"2664","O-LXS-02-16",2016,"PIPL","NPPD Lexington",2016-05-12,2016-06-03,22,"Unknown Outcome",NA,0,NA,"0"
"2665","O-LXS-02-17",2017,"PIPL","NPPD Lexington",2017-05-15,2017-07-06,52,"Fledged",1,2,-1,"0"
"2666","O-LXS-02-18",2018,"PIPL","NPPD Lexington",2018-05-17,2018-07-06,50,"Fledged",3,2,0.333333333333333,"0"
"2667","O-LXS-02-19",2019,"PIPL","NPPD Lexington",2019-05-08,2019-06-27,50,"Fledged",1,1,0,"0"
"2668","O-LXS-02-20",2020,"PIPL","NPPD Lexington",2020-05-07,2020-06-25,49,"Fledged",4,3,0.25,"0"
"2669","O-LXS-02-21",2021,"PIPL","NPPD Lexington",2021-05-10,2021-07-02,53,"Fledged",4,3,0.25,"0"
"2670","O-LXS-02-22",2022,"PIPL","NPPD Lexington",2022-05-09,2022-05-27,18,NA,NA,0,NA,"0"
"2671","O-LXS-02-24",2024,"LETE","NPPD Lexington",2024-06-10,2024-06-14,4,NA,NA,0,NA,"0"
"2672","O-LXS-03-12",2012,"PIPL","NPPD Lexington",2012-05-07,2012-06-26,50,"Fledged",3,2,0.333333333333333,"0"
"2673","O-LXS-03-13",2013,"PIPL","NPPD Lexington",2013-05-18,2013-05-28,10,NA,NA,0,NA,"0"
"2674","O-LXS-03-14",2014,"PIPL","NPPD Lexington",2014-05-17,2014-06-02,16,"Unknown Outcome",4,0,1,"0"
"2675","O-LXS-03-15",2015,"LETE","NPPD Lexington",2015-06-18,2015-07-30,42,"Fledged",2,2,0,"0"
"2676","O-LXS-03-16",2016,"PIPL","NPPD Lexington",2016-05-12,2016-06-09,28,"Unknown Outcome",3,0,1,"0"
"2677","O-LXS-03-17",2017,"LETE","NPPD Lexington",2017-05-29,2017-07-10,42,"Fledged",3,3,0,"0"
"2678","O-LXS-03-18",2018,"PIPL","NPPD Lexington",2018-05-17,2018-07-09,53,"Fledged",4,4,0,"0"
"2679","O-LXS-03-19",2019,"PIPL","NPPD Lexington",2019-05-10,2019-06-27,48,"Fledged",1,3,-2,"0"
"2680","O-LXS-03-20",2020,"PIPL","NPPD Lexington",2020-05-20,2020-06-15,26,"Failed-Unknown",4,0,1,"0"
"2681","O-LXS-03-21",2021,"PIPL","NPPD Lexington",2021-05-19,2021-07-12,54,"Fledged",2,2,0,"0"
"2682","O-LXS-03-22",2022,"PIPL","NPPD Lexington",2022-05-11,2022-06-26,46,"Failed-Unknown",1,0,1,"0"
"2683","O-LXS-03-24",2024,"LETE","NPPD Lexington",2024-06-12,2024-06-24,12,NA,NA,0,NA,"0"
"2684","O-LXS-04-12",2012,"PIPL","NPPD Lexington",2012-05-09,2012-06-26,48,"Fledged",2,2,0,"0"
"2685","O-LXS-04-13",2013,"PIPL","NPPD Lexington",2013-05-28,2013-07-03,36,NA,NA,0,NA,"0"
"2686","O-LXS-04-14",2014,"PIPL","NPPD Lexington",2014-05-22,2014-06-10,19,NA,NA,0,NA,"0"
"2687","O-LXS-04-15",2015,"LETE","NPPD Lexington",2015-06-20,2015-07-24,34,"Unknown Outcome",2,0,1,"0"
"2688","O-LXS-04-16",2016,"PIPL","NPPD Lexington",2016-05-19,2016-06-09,21,"Unknown Outcome",NA,0,NA,"0"
"2689","O-LXS-04-17",2017,"LETE","NPPD Lexington",2017-06-07,2017-07-19,42,"Fledged",3,3,0,"0"
"2690","O-LXS-04-18",2018,"LETE","NPPD Lexington",2018-06-01,2018-07-12,41,"Fledged",3,3,0,"0"
"2691","O-LXS-04-19",2019,"PIPL","NPPD Lexington",2019-05-13,2019-07-03,51,"Fledged",3,2,0.333333333333333,"0"
"2692","O-LXS-04-20",2020,"PIPL","NPPD Lexington",2020-05-26,2020-07-01,36,"Failed-Predation",4,0,1,"0"
"2693","O-LXS-04-21",2021,"PIPL","NPPD Lexington",2021-05-26,2021-06-28,33,"Failed-Unknown",4,0,1,"0"
"2694","O-LXS-04-22",2022,"PIPL","NPPD Lexington",2022-05-13,2022-06-03,21,NA,NA,0,NA,"0"
"2695","O-LXS-04-24",2024,"PIPL","NPPD Lexington",2024-06-24,2024-07-08,14,NA,NA,0,NA,"0"
"2696","O-LXS-05-12",2012,"PIPL","NPPD Lexington",2012-05-09,2012-05-31,22,NA,NA,0,NA,"0"
"2697","O-LXS-05-13",2013,"PIPL","NPPD Lexington",2013-06-10,2013-07-11,31,"Unknown Outcome",2,0,1,"0"
"2698","O-LXS-05-14",2014,"PIPL","NPPD Lexington",2014-06-05,2014-06-10,5,NA,NA,0,NA,"0"
"2699","O-LXS-05-15",2015,"LETE","NPPD Lexington",2015-06-26,2015-07-24,28,"Unknown Outcome",2,0,1,"0"
"2700","O-LXS-05-16",2016,"PIPL","NPPD Lexington",2016-06-03,2016-07-26,53,"Fledged",3,2,0.333333333333333,"0"
"2701","O-LXS-05-17",2017,"LETE","NPPD Lexington",2017-06-07,2017-07-10,33,"Unknown Outcome",NA,0,NA,"0"
"2702","O-LXS-05-18",2018,"LETE","NPPD Lexington",2018-06-01,2018-07-12,41,"Fledged",3,3,0,"0"
"2703","O-LXS-05-19",2019,"PIPL","NPPD Lexington",2019-05-13,2019-07-09,57,"Fledged",3,4,-0.333333333333333,"0"
"2704","O-LXS-05-20",2020,"PIPL","NPPD Lexington",2020-05-26,2020-07-06,41,"Fledged",1,4,-3,"0"
"2705","O-LXS-05-21",2021,"LETE","NPPD Lexington",2021-05-26,2021-06-30,35,"Failed-Unknown",2,0,1,"0"
"2706","O-LXS-05-22",2022,"LETE","NPPD Lexington",2022-05-19,2022-06-03,15,NA,NA,0,NA,"0"
"2707","O-LXS-06-12",2012,"PIPL","NPPD Lexington",2012-05-22,2012-07-07,46,"Fledged",2,1,0.5,"0"
"2708","O-LXS-06-15",2015,"PIPL","NPPD Lexington",2015-07-10,2015-08-28,49,"Fledged",3,1,0.666666666666667,"0"
"2709","O-LXS-06-16",2016,"LETE","NPPD Lexington",2016-06-03,2016-06-09,6,"Unknown Outcome",NA,0,NA,"0"
"2710","O-LXS-06-17",2017,"PIPL","NPPD Lexington",2017-06-07,2017-07-24,47,"Fledged",1,1,0,"0"
"2711","O-LXS-06-18",2018,"LETE","NPPD Lexington",2018-06-04,2018-07-16,42,"Fledged",3,0,1,"0"
"2712","O-LXS-06-19",2019,"LETE","NPPD Lexington",2019-05-30,2019-07-03,34,"Failed-Weather",3,0,1,"0"
"2713","O-LXS-06-20",2020,"LETE","NPPD Lexington",2020-06-01,2020-07-03,32,"Failed-Predation",1,0,1,"0"
"2714","O-LXS-06-21",2021,"LETE","NPPD Lexington",2021-05-26,2021-06-19,24,"Unknown Outcome",NA,0,NA,"0"
"2715","O-LXS-06-22",2022,"LETE","NPPD Lexington",2022-05-23,2022-06-03,11,NA,NA,0,NA,"0"
"2716","O-LXS-07-12",2012,"LETE","NPPD Lexington",2012-05-31,2012-07-16,46,"Fledged",2,2,0,"0"
"2717","O-LXS-07-15",2015,"LETE","NPPD Lexington",2015-07-10,2015-07-24,14,"Unknown Outcome",NA,0,NA,"0"
"2718","O-LXS-07-16",2016,"LETE","NPPD Lexington",2016-06-03,2016-07-14,41,"Fledged",2,2,0,"0"
"2719","O-LXS-07-17",2017,"LETE","NPPD Lexington",2017-06-07,2017-07-19,42,"Fledged",2,2,0,"0"
"2720","O-LXS-07-18",2018,"LETE","NPPD Lexington",2018-06-04,2018-07-16,42,"Fledged",1,1,0,"0"
"2721","O-LXS-07-19",2019,"LETE","NPPD Lexington",2019-05-30,2019-06-27,28,"Failed-Weather",1,0,1,"0"
"2722","O-LXS-07-20",2020,"LETE","NPPD Lexington",2020-06-01,2020-06-12,11,NA,NA,0,NA,"0"
"2723","O-LXS-07-21",2021,"LETE","NPPD Lexington",2021-05-26,2021-06-07,12,NA,NA,0,NA,"0"
"2724","O-LXS-07-22",2022,"PIPL","NPPD Lexington",2022-05-23,2022-06-26,34,"Failed-Unknown",1,0,1,"0"
"2725","O-LXS-08-12",2012,"LETE","NPPD Lexington",2012-05-31,2012-07-12,42,"Fledged",2,2,0,"0"
"2726","O-LXS-08-16",2016,"LETE","NPPD Lexington",2016-06-07,2016-07-22,45,"Fledged",2,2,0,"0"
"2727","O-LXS-08-17",2017,"LETE","NPPD Lexington",2017-06-07,2017-06-30,23,"Unknown Outcome",NA,0,NA,"0"
"2728","O-LXS-08-18",2018,"PIPL","NPPD Lexington",2018-06-04,2018-07-27,53,"Fledged",1,1,0,"0"
"2729","O-LXS-08-19",2019,"LETE","NPPD Lexington",2019-06-04,2019-06-24,20,NA,NA,0,NA,"0"
"2730","O-LXS-08-20",2020,"LETE","NPPD Lexington",2020-06-01,2020-07-13,42,"Fledged",2,3,-0.5,"0"
"2731","O-LXS-08-21",2021,"LETE","NPPD Lexington",2021-05-26,2021-07-08,43,"Fledged",2,2,0,"0"
"2732","O-LXS-08-22",2022,"PIPL","NPPD Lexington",2022-06-06,2022-06-29,23,"Unknown Outcome",NA,0,NA,"0"
"2733","O-LXS-09-12",2012,"PIPL","NPPD Lexington",2012-06-05,2012-07-02,27,NA,NA,0,NA,"0"
"2734","O-LXS-09-16",2016,"LETE","NPPD Lexington",2016-06-07,2016-07-22,45,"Fledged",3,3,0,"0"
"2735","O-LXS-09-17",2017,"LETE","NPPD Lexington",2017-06-12,2017-07-20,38,"Fledged",3,2,0.333333333333333,"0"
"2736","O-LXS-09-18",2018,"LETE","NPPD Lexington",2018-06-04,2018-07-16,42,"Fledged",2,2,0,"0"
"2737","O-LXS-09-19",2019,"LETE","NPPD Lexington",2019-06-04,2019-06-27,23,"Failed-Weather",2,0,1,"0"
"2738","O-LXS-09-20",2020,"LETE","NPPD Lexington",2020-06-03,2020-07-15,42,"Fledged",3,3,0,"0"
"2739","O-LXS-09-21",2021,"LETE","NPPD Lexington",2021-05-26,2021-07-08,43,"Fledged",2,2,0,"0"
"2740","O-LXS-09-22",2022,"PIPL","NPPD Lexington",2022-07-07,2022-07-20,13,"Failed-Unknown",4,0,1,"0"
"2741","O-LXS-10-12",2012,"PIPL","NPPD Lexington",2012-06-05,2012-07-18,43,"Fledged",4,3,0.25,"0"
"2742","O-LXS-10-16",2016,"LETE","NPPD Lexington",2016-06-07,2016-06-18,11,"Unknown Outcome",NA,0,NA,"0"
"2743","O-LXS-10-17",2017,"LETE","NPPD Lexington",2017-06-12,2017-07-10,28,"Unknown Outcome",NA,0,NA,"0"
"2744","O-LXS-10-18",2018,"LETE","NPPD Lexington",2018-06-06,2018-07-06,30,"Fledged",1,3,-2,"0"
"2745","O-LXS-10-19",2019,"LETE","NPPD Lexington",2019-06-04,2019-06-27,23,"Failed-Weather",1,0,1,"0"
"2746","O-LXS-10-20",2020,"LETE","NPPD Lexington",2020-06-03,2020-06-15,12,NA,NA,0,NA,"0"
"2747","O-LXS-10-21",2021,"LETE","NPPD Lexington",2021-05-26,2021-06-10,15,NA,NA,0,NA,"0"
"2748","O-LXS-11-12",2012,"LETE","NPPD Lexington",2012-06-05,2012-07-02,27,NA,NA,0,NA,"0"
"2749","O-LXS-11-16",2016,"PIPL","NPPD Lexington",2016-06-18,2016-08-08,51,"Fledged",3,2,0.333333333333333,"0"
"2750","O-LXS-11-17",2017,"LETE","NPPD Lexington",2017-06-12,2017-07-10,28,"Unknown Outcome",NA,0,NA,"0"
"2751","O-LXS-11-18",2018,"LETE","NPPD Lexington",2018-06-11,2018-07-20,39,"Fledged",2,2,0,"0"
"2752","O-LXS-11-19",2019,"LETE","NPPD Lexington",2019-06-04,2019-07-16,42,"Fledged",2,2,0,"0"
"2753","O-LXS-11-20",2020,"LETE","NPPD Lexington",2020-06-03,2020-07-20,47,"Fledged",1,2,-1,"0"
"2754","O-LXS-11-21",2021,"PIPL","NPPD Lexington",2021-05-26,2021-06-14,19,NA,NA,0,NA,"0"
"2755","O-LXS-12-12",2012,"LETE","NPPD Lexington",2012-06-05,2012-07-12,37,"Fledged",2,2,0,"0"
"2756","O-LXS-12-16",2016,"LETE","NPPD Lexington",2016-07-08,2016-07-26,18,NA,NA,0,NA,"0"
"2757","O-LXS-12-17",2017,"PIPL","NPPD Lexington",2017-06-12,2017-07-14,32,"Unknown Outcome",NA,0,NA,"0"
"2758","O-LXS-12-18",2018,"LETE","NPPD Lexington",2018-06-13,2018-07-25,42,"Fledged",2,2,0,"0"
"2759","O-LXS-12-19",2019,"LETE","NPPD Lexington",2019-06-17,2019-07-25,38,"Fledged",2,2,0,"0"
"2760","O-LXS-12-20",2020,"LETE","NPPD Lexington",2020-06-06,2020-07-03,27,"Failed-Predation",2,0,1,"0"
"2761","O-LXS-12-21",2021,"LETE","NPPD Lexington",2021-06-04,2021-07-19,45,"Fledged",2,0,1,"0"
"2762","O-LXS-13-12",2012,"LETE","NPPD Lexington",2012-06-05,2012-07-18,43,"Fledged",3,1,0.666666666666667,"0"
"2763","O-LXS-13-16",2016,"LETE","NPPD Lexington",2016-07-08,2016-07-28,20,"Unknown Outcome",NA,0,NA,"0"
"2764","O-LXS-13-17",2017,"LETE","NPPD Lexington",2017-06-19,2017-06-30,11,"Unknown Outcome",NA,0,NA,"0"
"2765","O-LXS-13-18",2018,"LETE","NPPD Lexington",2018-06-22,2018-07-12,20,NA,NA,0,NA,"0"
"2766","O-LXS-13-19",2019,"LETE","NPPD Lexington",2019-06-17,2019-07-29,42,"Fledged",2,2,0,"0"
"2767","O-LXS-13-20",2020,"LETE","NPPD Lexington",2020-06-08,2020-07-03,25,"Unknown Outcome",NA,0,NA,"0"
"2768","O-LXS-13-21",2021,"LETE","NPPD Lexington",2021-06-04,2021-07-21,47,"Fledged",3,1,0.666666666666667,"0"
"2769","O-LXS-14-12",2012,"LETE","NPPD Lexington",2012-06-12,2012-07-18,36,"Fledged",2,1,0.5,"0"
"2770","O-LXS-14-16",2016,"LETE","NPPD Lexington",2016-06-20,2016-07-14,24,"Fledged",1,1,0,"0"
"2771","O-LXS-14-17",2017,"LETE","NPPD Lexington",2017-06-30,2017-07-10,10,"Unknown Outcome",NA,0,NA,"0"
"2772","O-LXS-14-19",2019,"LETE","NPPD Lexington",2019-06-21,2019-08-06,46,"Fledged",2,2,0,"0"
"2773","O-LXS-14-20",2020,"LETE","NPPD Lexington",2020-06-08,2020-07-01,23,"Unknown Outcome",NA,0,NA,"0"
"2774","O-LXS-14-21",2021,"LETE","NPPD Lexington",2021-06-07,2021-06-22,15,NA,NA,0,NA,"0"
"2775","O-LXS-15-12",2012,"LETE","NPPD Lexington",2012-07-02,2012-08-10,39,"Fledged",2,2,0,"0"
"2776","O-LXS-15-16",2016,"LETE","NPPD Lexington",2016-07-08,2016-07-26,18,NA,NA,0,NA,"0"
"2777","O-LXS-15-17",2017,"LETE","NPPD Lexington",2017-07-06,2017-07-24,18,"Unknown Outcome",NA,0,NA,"0"
"2778","O-LXS-15-19",2019,"LETE","NPPD Lexington",2019-06-21,2019-07-09,18,NA,NA,0,NA,"0"
"2779","O-LXS-15-20",2020,"LETE","NPPD Lexington",2020-06-10,2020-07-20,40,"Fledged",3,3,0,"0"
"2780","O-LXS-15-21",2021,"LETE","NPPD Lexington",2021-06-16,2021-08-02,47,"Fledged",3,2,0.333333333333333,"0"
"2781","O-LXS-16-12",2012,"LETE","NPPD Lexington",2012-07-26,2012-08-20,25,"Unknown Outcome",2,0,1,"0"
"2782","O-LXS-16-16",2016,"LETE","NPPD Lexington",2016-07-08,2016-08-05,28,"Unknown Outcome",NA,0,NA,"0"
"2783","O-LXS-16-19",2019,"LETE","NPPD Lexington",2019-06-27,2019-08-06,40,"Fledged",1,2,-1,"0"
"2784","O-LXS-16-20",2020,"LETE","NPPD Lexington",2020-06-12,2020-07-13,31,"Failed-Predation",3,0,1,"0"
"2785","O-LXS-17-16",2016,"LETE","NPPD Lexington",2016-07-22,2016-08-05,14,"Unknown Outcome",NA,0,NA,"0"
"2786","O-LXS-17-19",2019,"LETE","NPPD Lexington",2019-07-01,2019-07-25,24,"Unknown Outcome",NA,0,NA,"0"
"2787","O-LXS-17-20",2020,"LETE","NPPD Lexington",2020-06-17,2020-07-13,26,NA,NA,0,NA,"0"
"2788","O-LXS-18-19",2019,"LETE","NPPD Lexington",2019-07-01,2019-07-29,28,NA,NA,0,NA,"0"
"2789","O-LXS-18-20",2020,"LETE","NPPD Lexington",2020-06-22,2020-07-13,21,NA,NA,0,NA,"0"
"2790","O-LXS-19-19",2019,"LETE","NPPD Lexington",2019-07-03,2019-07-31,28,NA,NA,0,NA,"0"
"2791","O-LXS-19-20",2020,"PIPL","NPPD Lexington",2020-06-29,2020-07-13,14,NA,NA,0,NA,"0"
"2792","O-LXS-20-19",2019,"LETE","NPPD Lexington",2019-07-01,2019-07-23,22,"Unknown Outcome",NA,0,NA,"0"
"2793","O-LXS-20-20",2020,"LETE","NPPD Lexington",2020-06-25,2020-07-29,34,NA,NA,0,NA,"0"
"2794","O-LXS-21-19",2019,"LETE","NPPD Lexington",2019-07-03,2019-07-19,16,NA,NA,0,NA,"0"
"2795","O-LXS-22-19",2019,"LETE","NPPD Lexington",2019-07-03,2019-07-23,20,NA,NA,0,NA,"0"
"2796","O-NE-01-16",2016,"PIPL","Newark East",2016-05-26,2016-07-22,57,"Fledged",3,3,0,"0"
"2797","O-NE-01-17",2017,"PIPL","Newark East",2017-05-11,2017-07-07,57,"Fledged",4,4,0,"0"
"2798","O-NE-01-18",2018,"PIPL","Newark East",2018-05-24,2018-07-20,57,"Fledged",2,3,-0.5,"0"
"2799","O-NE-01-19",2019,"PIPL","Newark East",2019-05-17,2019-06-24,38,"Failed-Unknown",4,0,1,"0"
"2800","O-NE-01-20",2020,"LETE","Newark East",2020-05-26,2020-07-07,42,"Fledged",3,2,0.333333333333333,"0"
"2801","O-NE-01-21",2021,"PIPL","Newark East",2021-05-24,2021-07-09,46,"Fledged",3,3,0,"0"
"2802","O-NE-01-22",2022,"PIPL","Newark East",2022-05-09,2022-06-30,52,"Fledged",3,2,0.333333333333333,"0"
"2803","O-NE-01-23",2023,"PIPL","Newark East",2023-05-08,2023-06-12,35,"Failed-Unknown",3,0,1,"0"
"2804","O-NE-01-24",2024,"PIPL","Newark East",2024-04-29,2024-05-28,29,NA,NA,0,NA,"0"
"2805","O-NE-01-25",2025,"PIPL","Newark East",2025-05-05,2025-06-02,28,"Unknown Outcome",NA,0,NA,"0"
"2806","O-NE-02-16",2016,"PIPL","Newark East",2016-05-26,2016-07-19,54,"Unknown Outcome",1,0,1,"0"
"2807","O-NE-02-17",2017,"LETE","Newark East",2017-06-05,2017-07-17,42,"Fledged",2,2,0,"0"
"2808","O-NE-02-18",2018,"LETE","Newark East",2018-05-29,2018-07-09,41,"Fledged",1,3,-2,"0"
"2809","O-NE-02-19",2019,"PIPL","Newark East",2019-05-20,2019-07-08,49,"Fledged",4,1,0.75,"0"
"2810","O-NE-02-20",2020,"LETE","Newark East",2020-05-26,2020-07-07,42,"Failed-Unknown",1,0,1,"0"
"2811","O-NE-02-21",2021,"PIPL","Newark East",2021-05-20,2021-07-15,56,"Fledged",3,3,0,"0"
"2812","O-NE-02-22",2022,"PIPL","Newark East",2022-05-09,2022-06-06,28,NA,NA,0,NA,"0"
"2813","O-NE-02-23",2023,"PIPL","Newark East",2023-05-08,2023-07-03,56,"Fledged",4,1,0.75,"0"
"2814","O-NE-02-24",2024,"PIPL","Newark East",2024-04-29,2024-06-24,56,"Fledged",3,2,0.333333333333333,"0"
"2815","O-NE-02-25",2025,"PIPL","Newark East",2025-05-05,2025-06-02,28,"Unknown Outcome",NA,0,NA,"0"
"2816","O-NE-03-16",2016,"LETE","Newark East",2016-05-31,2016-07-11,41,"Fledged",3,2,0.333333333333333,"0"
"2817","O-NE-03-17",2017,"LETE","Newark East",2017-06-05,2017-07-17,42,"Fledged",2,3,-0.5,"0"
"2818","O-NE-03-18",2018,"PIPL","Newark East",2018-05-29,2018-07-20,52,"Fledged",3,3,0,"0"
"2819","O-NE-03-19",2019,"LETE","Newark East",2019-05-24,2019-07-08,45,"Failed-Unknown",3,0,1,"0"
"2820","O-NE-03-20",2020,"LETE","Newark East",2020-05-26,2020-07-07,42,"Failed-Unknown",1,0,1,"0"
"2821","O-NE-03-21",2021,"LETE","Newark East",2021-05-24,2021-07-09,46,"Fledged",2,2,0,"0"
"2822","O-NE-03-22",2022,"PIPL","Newark East",2022-05-09,2022-07-05,57,"Fledged",1,4,-3,"0"
"2823","O-NE-03-23",2023,"PIPL","Newark East",2023-05-08,2023-07-03,56,"Fledged",4,1,0.75,"0"
"2824","O-NE-03-24",2024,"PIPL","Newark East",2024-04-29,2024-06-24,56,"Fledged",4,4,0,"0"
"2825","O-NE-03-25",2025,"PIPL","Newark East",2025-05-05,2025-06-02,28,"Failed-Unknown",4,0,1,"0"
"2826","O-NE-04-16",2016,"PIPL","Newark East",2016-06-17,2016-08-08,52,"Fledged",1,2,-1,"0"
"2827","O-NE-04-17",2017,"LETE","Newark East",2017-06-26,2017-06-29,3,NA,NA,0,NA,"0"
"2828","O-NE-04-18",2018,"LETE","Newark East",2018-05-29,2018-07-09,41,"Fledged",1,2,-1,"0"
"2829","O-NE-04-19",2019,"LETE","Newark East",2019-05-24,2019-07-12,49,"Fledged",2,1,0.5,"0"
"2830","O-NE-04-20",2020,"LETE","Newark East",2020-05-26,2020-07-07,42,"Fledged",1,1,0,"0"
"2831","O-NE-04-21",2021,"LETE","Newark East",2021-05-27,2021-07-09,43,"Fledged",1,1,0,"0"
"2832","O-NE-04-22",2022,"PIPL","Newark East",2022-05-09,2022-06-30,52,"Fledged",1,1,0,"0"
"2833","O-NE-04-23",2023,"PIPL","Newark East",2023-05-11,2023-07-03,53,"Fledged",4,1,0.75,"0"
"2834","O-NE-04-24",2024,"PIPL","Newark East",2024-05-06,2024-06-27,52,"Fledged",3,4,-0.333333333333333,"0"
"2835","O-NE-04-25",2025,"PIPL","Newark East",2025-05-05,2025-06-05,31,"Failed-Predation",3,0,1,"0"
"2836","O-NE-05-17",2017,"LETE","Newark East",2017-06-26,2017-07-13,17,NA,NA,0,NA,"0"
"2837","O-NE-05-19",2019,"LETE","Newark East",2019-05-24,2019-07-12,49,"Fledged",1,1,0,"0"
"2838","O-NE-05-20",2020,"LETE","Newark East",2020-05-26,2020-07-10,45,"Fledged",2,2,0,"0"
"2839","O-NE-05-21",2021,"LETE","Newark East",2021-05-27,2021-07-09,43,"Fledged",2,2,0,"0"
"2840","O-NE-05-22",2022,"PIPL","Newark East",2022-05-20,2022-07-07,48,"Fledged",1,4,-3,"0"
"2841","O-NE-05-23",2023,"PIPL","Newark East",2023-05-15,2023-06-22,38,"Failed-Unknown",1,0,1,"0"
"2842","O-NE-05-24",2024,"PIPL","Newark East",2024-05-06,2024-07-01,56,"Fledged",1,4,-3,"0"
"2843","O-NE-05-25",2025,"PIPL","Newark East",2025-05-05,2025-06-26,52,"Live Chicks",3,0,1,"0"
"2844","O-NE-06-17",2017,"LETE","Newark East",2017-07-07,2017-08-17,41,"Fledged",3,2,0.333333333333333,"0"
"2845","O-NE-06-18",2018,"LETE","Newark East",2018-05-29,2018-07-09,41,"Fledged",1,2,-1,"0"
"2846","O-NE-06-19",2019,"LETE","Newark East",2019-05-24,2019-07-08,45,"Fledged",3,3,0,"0"
"2847","O-NE-06-20",2020,"LETE","Newark East",2020-05-26,2020-07-10,45,"Fledged",1,2,-1,"0"
"2848","O-NE-06-21",2021,"LETE","Newark East",2021-05-27,2021-07-09,43,"Fledged",2,3,-0.5,"0"
"2849","O-NE-06-22",2022,"PIPL","Newark East",2022-05-20,2022-07-05,46,"Fledged",3,1,0.666666666666667,"0"
"2850","O-NE-06-23",2023,"LETE","Newark East",2023-05-22,2023-07-11,50,"Fledged",3,1,0.666666666666667,"0"
"2851","O-NE-06-24",2024,"PIPL","Newark East",2024-05-09,2024-07-01,53,"Fledged",3,3,0,"0"
"2852","O-NE-06-25",2025,"PIPL","Newark East",2025-05-05,2025-06-26,52,"Live Chicks",1,0,1,"0"
"2853","O-NE-07-17",2017,"LETE","Newark East",2017-07-07,2017-07-31,24,NA,NA,0,NA,"0"
"2854","O-NE-07-19",2019,"PIPL","Newark East",2019-05-28,2019-07-12,45,"Failed-Unknown",4,0,1,"0"
"2855","O-NE-07-20",2020,"LETE","Newark East",2020-05-26,2020-06-30,35,"Failed-Unknown",NA,0,NA,"0"
"2856","O-NE-07-21",2021,"LETE","Newark East",2021-05-27,2021-07-09,43,"Fledged",1,3,-2,"0"
"2857","O-NE-07-22",2022,"LETE","Newark East",2022-05-20,2022-06-17,28,"Failed-Weather",NA,0,NA,"0"
"2858","O-NE-07-23",2023,"LETE","Newark East",2023-05-22,2023-06-02,11,NA,NA,0,NA,"0"
"2859","O-NE-07-24",2024,"PIPL","Newark East",2024-05-09,2024-07-01,53,"Fledged",3,4,-0.333333333333333,"0"
"2860","O-NE-07-25",2025,"PIPL","Newark East",2025-05-08,2025-06-02,25,NA,NA,0,NA,"0"
"2861","O-NE-08-17",2017,"LETE","Newark East",2017-07-07,2017-08-04,28,NA,NA,0,NA,"0"
"2862","O-NE-08-18",2018,"LETE","Newark East",2018-05-29,2018-07-09,41,"Fledged",2,2,0,"0"
"2863","O-NE-08-19",2019,"PIPL","Newark East",2019-05-28,2019-06-24,27,"Unknown Outcome",NA,0,NA,"0"
"2864","O-NE-08-20",2020,"LETE","Newark East",2020-05-26,2020-07-10,45,"Fledged",1,3,-2,"0"
"2865","O-NE-08-21",2021,"LETE","Newark East",2021-05-27,2021-07-12,46,"Fledged",3,3,0,"0"
"2866","O-NE-08-22",2022,"LETE","Newark East",2022-05-20,2022-06-30,41,"Fledged",3,1,0.666666666666667,"0"
"2867","O-NE-08-23",2023,"PIPL","Newark East",2023-05-22,2023-06-26,35,"Failed-Unknown",4,0,1,"0"
